aaba,1=阿爸
xxby,1=唏嘘不已
xxcd,1=瞎猜
xxce,1=下策
xxcg,1=下层
xxci,1=下次
xxda,1=下达
xxdc,1=吓到
xxdd,1=许许多多
xxde,1=吓得
xxdg,1=下等
xxdh,1=熊熊大火
xxdj,1=下单
xxdk,1=下定
xxdm,1=小心点
xxdp,1=下跌
xxdr,1=下端
xxdu,1=下毒
xxee,1=下颚
xxej,1=峡
xxfa,1=下发
xxff,1=学习方法
xxfg,1=下风
xxfh,1=下方
xxfj,1=下凡
xxfu,1=下浮
xxgc,1=瞎搞
xxge,1=下个
xxgh,1=下岗
xxgj,1=瞎干
xxgl,1=瞎逛
xxgm,1=洗心革面
xxgu,1=峡谷
xxgv,1=下跪
xxhd,1=下海
xxhe,1=下颌
xxhh,1=嘻嘻哈哈
xxhk,1=吓坏
xxhu,1=吓唬
xxhv,1=下回
xxhx,1=下滑
xxhz,1=夏侯
xxie,1=下车
xxif,1=下沉
xxig,1=下乘
xxih,1=下场
xxij,1=学习成绩
xxik,1=辖
xxil,1=下床
xxiu,1=下厨
xxiv,1=下垂
xxiw,1=厦
xxix,1=虾
xxji,1=夏季
xxjj,1=循序渐进
xxjl,1=下降
xxjm,1=下贱
xxjn,1=下脚
xxjp,1=下届
xxjq,1=下酒
xxju,1=下句
xxjx,1=下架
xxke,1=下课
xxkj,1=匣
xxkk,1=辛辛苦苦
xxku,1=吓哭
xxkx,1=吓
xxla,1=下拉
xxld,1=下来
xxle,1=下了
xxlh,1=熊熊烈火
xxli,1=心血来潮
xxlj,1=新西兰
xxlk,1=下令
xxll,1=淅淅沥沥
xxlm,1=下联
xxlo,1=下落
xxlp,1=下列
xxlq,1=下流
xxlt,1=消息灵通
xxlv,1=侠侣
xxlz,1=下楼
xxma,1=下马
xxmc,1=小心没大错
xxmf,1=厦门
xxmg,1=瞎蒙
xxmh,1=瞎忙
xxmi,1=虾米
xxmj,1=柙
xxmm,1=下面
xxnc,1=瞎闹
xxni,1=谢谢你
xxnl,1=学习能力
xxnm,1=嬉笑怒骂
xxnn,1=吓尿
xxns,1=瞎弄
xxnv,1=侠女
xxok,1=瞎
xxoy,1=暇
xxpa,1=吓怕
xxpc,1=吓跑
xxpd,1=下排
xxpj,1=下盘
xxpo,1=下坡
xxpu,1=下铺
xxqi,1=下棋
xxqj,1=狎
xxqm,1=下潜
xxqu,1=下去
xxrf,1=吓人
xxri,1=夏日
xxrj,1=侠
xxrk,1=欣喜若狂
xxrn,1=选贤任能
xxrr,1=熙熙攘攘
xxru,1=栩栩如生
xxrz,1=先小人后君子
xxsi,1=吓死
xxss,1=形形色色
xxta,1=下榻
xxtc,1=下套
xxtd,1=下台
xxti,1=下体
xxtj,1=下探
xxtm,1=夏天
xxtn,1=下调
xxts,1=下同
xxtu,1=下图
xxtv,1=吓退
xxtz,1=下头
xxue,1=下设
xxuf,1=下身
xxug,1=小学生
xxui,1=心想事成
xxuj,1=下山
xxuo,1=瞎说
xxuq,1=先下手为强
xxuu,1=下属
xxuv,1=下水
xxuy,1=循循善诱
xxuz,1=下手
xxvd,1=狭窄
xxvh,1=星星之火
xxvi,1=下肢
xxvl,1=夏装
xxvu,1=下注
xxvv,1=下坠
xxvy,1=行侠仗义
xxvz,1=下周
xxwa,1=夏娃
xxwf,1=下文
xxwu,1=下午
xxwv,1=心向往之
xxww,1=性行为
xxwy,1=瑕
xxwz,1=象形文字
xxxg,1=息息相关
xxxi,1=罅隙
xxxk,1=下行
xxxl,1=下乡
xxxm,1=下线
xxxn,1=狭小
xxxp,1=瞎写
xxxr,1=欣欣向荣
xxxt,1=下雪
xxxv,1=心胸狭窄
xxxx,1=惺惺相惜
xxxy,1=下旬
xxyd,1=虚席以待
xxye,1=下页
xxyi,1=狭义
xxyj,1=喜新厌旧
xxyk,1=喜笑颜开
xxys,1=喜形于色
xxyt,1=下月
xxyu,1=下雨
xxyx,1=休息一下
xxyy,1=小心翼翼
xxyz,1=下游
xxzd,1=下载
xxzh,1=下葬
xxzi,1=瞎子
xxzl,1=学习资料
xxzo,1=下作
xxzt,1=惺惺作态
xxzy,1=遐
xyac,1=鲟
xybc,1=寻宝
xybe,1=郇
xybg,1=心有不甘
xybl,1=形影不离
xybo,1=窨
xybu,1=下一步
xycc,1=荨
xych,1=薰
xyci,1=下一次
xyco,1=荀
xycu,1=蕈
xydc,1=浔
xydg,1=兄友弟恭
xydm,1=鲜艳夺目
xydo,1=洵
xydu,1=汛
xydw,1=浚
xyec,1=寻
xyee,1=𬩽
xyeo,1=峋
xyeq,1=向隅而泣
xyff,1=洗衣粉
xyfh,1=寻访
xyfm,1=降妖伏魔
xyfu,1=驯服
xyfw,1=逍遥法外
xyge,1=下一个
xygo,1=殉国
xygx,1=血缘关系
xyhc,1=讯号
xyhh,1=巡航
xyhr,1=循环
xyhv,1=巡回
xyhx,1=训话
xyia,1=巡查
xyif,1=心悦诚服
xyih,1=寻常
xyii,1=训斥
xyim,1=降妖除魔
xyio,1=徇
xyiq,1=相映成趣
xyiv,1=胸有成竹
xyix,1=相沿成习
xyiy,1=夕阳产业
xyjb,1=悬崖绝壁
xyji,1=迅即
xyjk,1=巡警
xyjp,1=迅捷
xyjt,1=勋爵
xyka,1=信用卡
xykb,1=噀
xykl,1=勋
xyli,1=巡礼
xylm,1=训练
xylo,1=巡逻
xylt,1=心有灵犀一点通
xylu,1=行云流水
xylw,1=迅雷
xylx,1=心有灵犀
xymg,1=迅猛
xymi,1=寻觅
xymm,1=硝烟弥漫
xymo,1=栒
xynj,1=殉难
xynn,1=心痒难挠
xyoh,1=曛
xypd,1=学院派
xyph,1=熏
xypp,1=汹涌澎湃
xypv,1=稀有品种
xyqb,1=寻亲
xyqh,1=獯
xyqi,1=汛期
xyqk,1=殉情
xyqq,1=寻求
xyrf,1=寻人
xyrj,1=熏染
xyrz,1=熏肉
xysb,1=巽
xyse,1=逊色
xysh,1=𫄸
xysi,1=寻思
xysu,1=迅速
xysy,1=闲言碎语
xyta,1=象牙塔
xytc,1=熏陶
xytm,1=下雨天
xytn,1=吓一跳
xytr,1=埙
xytu,1=西雅图
xyud,1=下意识的
xyui,1=巡视
xyuv,1=骁勇善战
xyux,1=休养生息
xyuz,1=驯兽
xyvc,1=寻找
xyvh,1=勋章
xyvi,1=殉职
xyvj,1=巡展
xyvt,1=象牙之塔
xyvy,1=学以致用
xywc,1=𬍤
xywf,1=询问
xywh,1=夕阳无限好
xywi,1=习以为常
xywm,1=相依为命
xywo,1=珣
xywv,1=信以为真
xyww,1=羞与为伍
xywy,1=虚与委蛇
xyxb,1=寻衅
xyxd,1=形影相吊
xyxf,1=血雨腥风
xyxl,1=熏香
xyxo,1=恂
xyxs,1=形影相随
xyxu,1=循序
xyxx,1=夕阳西下
xyxy,1=闲言闲语
xyyh,1=闲云野鹤
xyyi,1=训
xyyj,1=巡演
xyym,1=心猿意马
xyyo,1=询
xyyq,1=吸引眼球
xyyu,1=讯
xyyy,1=小隐隐于野
xyyz,1=巡游
xyzg,1=兴妖作怪
xyzh,1=殉葬
xyzu,1=寻租
xyzv,1=巡
xyzx,1=逊
xyzz,1=逍遥自在
xzbd,1=行踪不定
xzbk,1=心脏病
xzjm,1=写字间
xzkl,1=现在看来
xzlh,1=幸灾乐祸
xzlu,1=现在来说
xzlz,1=写字楼
xzmj,1=寻踪觅迹
xzmo,1=瞎琢磨
xzmx,1=瞎子摸象
xzqu,1=协奏曲
xzrd,1=闲杂人等
xzrj,1=惜字如金
xztd,1=写字台
xzul,1=削足适履
xzum,1=心醉神迷
xzxk,1=选择性
xzxs,1=孝子贤孙
xzye,1=写作业
xzyf,1=雄姿英发
xzzq,1=西藏自治区
yaan,1=雅安
yaap,1=牙
yaay,1=亚
yaba,1=哑巴
yabc,1=押宝
yabl,1=丫
yabm,1=压扁
ybkv,1=哑巴亏
yacy,1=芽
yadc,1=压倒
yadh,1=亚当
yadi,1=压低
yadj,1=鸭蛋
yadm,1=雅典
yadr,1=压断
yadt,1=涯
yaet,1=崖
yaey,1=岈
yafg,1=牙缝
yafj,1=押
yafn,1=揠
yafu,1=压服
yagc,1=牙膏
yagf,1=压根
yagr,1=雅观
yagv,1=有碍观瞻
yagz,1=牙垢
yahc,1=雅号
yaho,1=哑火
yahr,1=丫鬟
yahu,1=雅虎
yahw,1=雅黑
yaid,1=压
yaie,1=押车
yaii,1=牙齿
yail,1=牙床
yais,1=蚜虫
yaiv,1=轧
yaiy,1=蚜
yajb,1=押金
yajn,1=鸭
yajp,1=押解
yaju,1=哑剧
yajx,1=压价
yajy,1=亚军
yake,1=牙科
yaki,1=有案可查
yakr,1=押款
yaky,1=哑
yakz,1=牙口
yali,1=压力
yalk,1=哑铃
yall,1=雅量
yama,1=亚麻
yamf,1=衙门
yami,1=哑谜
yamy,1=桠
yanw,1=衙内
yany,1=娅
yaot,1=睚
yapc,1=哑炮
yapm,1=鸦片
yapo,1=压迫
yaqd,1=猰
yaqm,1=牙签
yaqu,1=雅趣
yaqy,1=氩
yarf,1=雅人
yarj,1=哑然
yars,1=鸭绒
yary,1=伢
yaso,1=压缩
yass,1=押送
yasu,1=雅俗
yasv,1=压碎
yatd,1=亚太
yatg,1=牙疼
yats,1=牙痛
yatt,1=堐
yaty,1=垭
yatz,1=丫头
yaue,1=鸭舌
yauh,1=因爱生恨
yaui,1=雅士
yaux,1=牙刷
yauy,1=砑
yava,1=压榨
yave,1=压着
yavf,1=压阵
yavi,1=压制
yavu,1=压住
yavz,1=亚洲
yawe,1=琊
yawh,1=押往
yawj,1=压弯
yawy,1=玡
yaxk,1=雅兴
yaxm,1=牙线
yaxp,1=鸭血
yaxt,1=鸭血
yayb,1=牙龈
yayf,1=雅
yayh,1=又爱又恨
yayi,1=压抑
yayn,1=鸦
yayu,1=亚于
yayy,1=押韵
yazd,1=压在
yazi,1=鸭子
yazo,1=雅座
yazy,1=迓
ybae,1=䲟
yban,1=阴暗
ybba,1=眼巴巴
ybbb,1=寅
ybbc,1=引爆
ybbd,1=银白
ybbh,1=夜不闭户
ybbi,1=隐蔽
ybbj,1=一般般
ybbl,1=一把鼻涕一把泪
ybbm,1=一遍遍
ybbn,1=音标
ybbo,1=窨
ybbq,1=一病不起
ybbt,1=衣不蔽体
ybbu,1=一步步
ybbx,1=瘾
ybcc,1=一步错，步步错
ybcd,1=茵
ybce,1=茚
ybch,1=隐藏
ybci,1=因此
ybco,1=也不错
ybdc,1=引导
ybdd,1=洇
ybde,1=引得
ybdh,1=淫荡
ybdi,1=阴蒂
ybdn,1=音调
ybdp,1=阴跌
ybdr,1=淫
ybds,1=引动
ybdt,1=一步登天
ybdu,1=印度
ybdw,1=一步到位
ybdy,1=溵
ybdz,1=引逗
ybeg,1=掩鼻而过
ybej,1=崟
ybeo,1=阴
yber,1=因而
ybex,1=隐
ybey,1=一般而言
ybfa,1=引发
ybff,1=一部分
ybfg,1=阴风
ybfq,1=月白风清
ybfr,1=一部分人
ybfu,1=音符
ybgf,1=银根
ybgl,1=银光
ybgo,1=因果
ybgs,1=夜不归宿
ybgu,1=因故
ybgx,1=一笔勾销
ybgz,1=阴沟
ybhb,1=一报还一报
ybhc,1=引号
ybhe,1=银河
ybhf,1=饮恨
ybhh,1=银行
ybhj,1=隐含
ybhm,1=烟波浩渺
ybho,1=引火
ybhr,1=隐患
ybhv,1=隐晦
ybhx,1=印花
ybhy,1=阴魂
ybia,1=饮茶
ybic,1=印钞
ybid,1=银钗
ybif,1=阴沉
ybig,1=言必称
ybih,1=吟唱
ybij,1=引产
ybil,1=哑巴吃黄连
ybim,1=夜不成寐
ybir,1=银川
ybiu,1=引出
ybiy,1=阴唇
ybjb,1=引进
ybjd,1=铟
ybjf,1=眼不见，心不烦
ybjg,1=银
ybji,1=印记
ybjj,1=眼不见为净
ybjk,1=阴茎
ybjl,1=由表及里
ybjm,1=引荐
ybjp,1=音节
ybjq,1=饮酒
ybju,1=隐居
ybjx,1=语不惊人死不休
ybjy,1=言不及义
ybkd,1=引开
ybkj,1=遥不可及
ybkk,1=嚚
ybkl,1=吲
ybko,1=喑
ybkq,1=一鼻孔出气
ybld,1=引来
yble,1=淫乐
yblg,1=阴冷
ybli,1=阴历
yblk,1=引领
ybll,1=音量
yblm,1=银联
ybln,1=饮料
yblo,1=音
yblr,1=淫乱
yblu,1=一不留神
yblv,1=音律
yblw,1=也不例外
yblx,1=慭
ybmc,1=阴毛
ybmd,1=阴霾
ybmi,1=隐秘
ybmj,1=隐瞒
ybmk,1=訚
ybmt,1=𬮱
ybmu,1=银幕
ybmz,1=阴谋
ybnd,1=姻
ybne,1=鄞
ybnh,1=阴囊
ybni,1=印尼
ybnm,1=夜不能寐
ybnu,1=也不能说
ybpb,1=音频
ybpd,1=银牌
ybpe,1=印
ybpk,1=银屏
ybpm,1=犹抱琵琶半遮面
ybpn,1=银票
ybpt,1=禋
ybpv,1=胤
ybpy,1=殷
ybqb,1=殷勤
ybqd,1=氤
ybqi,1=引起
ybqk,1=引擎
ybqp,1=殷切
ybqr,1=养兵千日
ybqu,1=养兵千日，用兵一时
ybrc,1=义不容辞
ybrf,1=隐忍
ybrg,1=衣不如新，人不如故
ybrj,1=印染
ybrm,1=原班人马
ybru,1=引入
ybry,1=也不容易
ybrz,1=阴柔
ybsd,1=𬘡
ybse,1=银色
ybsf,1=阴森
ybsg,1=夜半三更
ybsi,1=隐私
ybsr,1=也不算
ybss,1=吟诵
ybst,1=一步三回头
ybsu,1=因素
ybsv,1=一波三折
ybsy,1=阴损
ybtd,1=一败涂地
ybtg,1=垠
ybth,1=印堂
ybtj,1=圻
ybtm,1=阴天
ybts,1=隐痛
ybtt,1=仪表堂堂
ybtv,1=隐退
ybuf,1=隐身
ybug,1=硍
ybuh,1=用不上
ybui,1=饮食
ybun,1=一把屎一把尿
ybur,1=饮
ybuu,1=引述
ybuv,1=饮水
ybuw,1=也不失为
ybux,1=印刷
ybuz,1=一把手
ybvb,1=以暴制暴
ybvc,1=用不着
ybvd,1=也不知道
ybve,1=印着
ybvf,1=银针
ybvg,1=印证
ybvh,1=印章
ybvi,1=音质
ybvj,1=一本正经
ybvl,1=一臂之力
ybvp,1=尹
ybvq,1=玉不琢，不成器
ybvs,1=隐衷
ybvy,1=一步之遥
ybwe,1=一般无二
ybwf,1=引文
ybwg,1=珢
ybwh,1=有备无患
ybwl,1=一本万利
ybwp,1=一波未平
ybwq,1=一波未平一波又起
ybww,1=因为
ybxb,1=音信
ybxg,1=言必信，行必果
ybxi,1=因袭
ybxk,1=隐形
ybxl,1=印象
ybxm,1=阴险
ybxn,1=音效
ybxo,1=愔
ybxp,1=淫亵
ybxq,1=咽不下这口气
ybxr,1=歅
ybxt,1=一比吓一跳
ybxv,1=鹬蚌相争
ybxx,1=一不小心
ybxy,1=音讯
ybyb,1=一步一步
ybyc,1=要不要
ybyd,1=也不一定
ybyg,1=也不应该
ybyh,1=阴阳
ybyi,1=音译
ybyj,1=引言
ybyk,1=阴影
ybyq,1=亦步亦趋
ybyr,1=姻缘
ybys,1=引用
ybyt,1=音乐
ybyu,1=阴雨
ybyv,1=言不由衷
ybyy,1=愿不愿意
ybyz,1=引诱
ybzb,1=一败再败
ybzh,1=一鼻子灰
ybzi,1=银子
ybzw,1=淫贼
ybzx,1=一不做，二不休
ybzy,1=有鼻子有眼
ycaf,1=鳐
ycai,1=要隘
ycan,1=要案
ycaw,1=尧
ycba,1=疟
ycbc,1=腰包
ycbd,1=摇摆
ycbf,1=窑
ycbj,1=腰板
ycbl,1=窈
ycbo,1=窅
ycbu,1=要不
yccc,1=药草
yccd,1=药材
ycci,1=一次次
yccu,1=药
ycdc,1=要道
ycdd,1=腰带
ycde,1=要得
ycdf,1=阴曹地府
ycdh,1=摇荡
ycdi,1=要地
ycdk,1=咬定
ycdm,1=要点
ycdn,1=咬掉
ycdr,1=咬断
ycds,1=摇动
ycdw,1=滧
ycdz,1=以词定字
ycej,1=一蹴而就
ycel,1=由此而来
ycen,1=崾
ycer,1=幺儿
ycew,1=峣
ycff,1=药粉
ycfh,1=药方
ycfi,1=异彩纷呈
ycfj,1=要饭
ycfw,1=药费
ycgc,1=药膏
ycgj,1=一寸光阴一寸金
ycgk,1=妖怪
ycgl,1=靿
ycgo,1=腰果
ycgr,1=药罐
ycgu,1=腰鼓
ycgy,1=摇滚
ychc,1=要好
ychd,1=要害
yche,1=吆喝
ychl,1=摇晃
ychv,1=要回
ycif,1=徭
ycih,1=药厂
ycii,1=瑶池
ycik,1=轺
ycir,1=谣传
ycjb,1=要紧
ycjd,1=铫
ycjg,1=有错就改
ycji,1=药剂
ycjk,1=妖精
ycjm,1=腰间
ycjo,1=钥
ycjq,1=药酒
ycjt,1=要诀
ycjx,1=要价
yckj,1=要看
yckk,1=要快
yckl,1=由此看来
ycks,1=遥控
yckv,1=由此可知
yckx,1=咬
ycky,1=吆
ycld,1=要来
yclj,1=摇篮
yclk,1=要领
yclm,1=要脸
ycln,1=原材料
yclt,1=以此类推
yclu,1=摇橹
ycme,1=要么
ycmk,1=要命
ycmm,1=药棉
ycmo,1=妖魔
ycmw,1=妖媚
ycnd,1=姚
ycnf,1=媱
ycnp,1=妖孽
ycnv,1=妖女
ycny,1=妖
ycof,1=曜
ycon,1=腰
ycpb,1=药品
ycpd,1=乐
ycpj,1=舀
ycpk,1=药瓶
ycpm,1=药片
ycpn,1=鹞
ycpo,1=咬破
ycpx,1=繇
ycqf,1=猺
ycqi,1=妖气
ycqk,1=邀请
ycql,1=要强
ycqm,1=要钱
ycqq,1=要求
ycrc,1=妖娆
ycrf,1=咬人
ycrh,1=要让
ycrw,1=侥
ycsd,1=要塞
ycsi,1=要死
ycsr,1=腰酸
ycsu,1=要素
yctg,1=腰疼
yctn,1=窈窕
ycts,1=腰痛
yctt,1=垚
yctu,1=与此同时
yctv,1=腰腿
yctz,1=摇头
ycuf,1=腰身
ycuh,1=咬伤
ycui,1=要是
ycuj,1=因材施教
ycuo,1=要说
ycuu,1=妖术
ycuv,1=药水
ycuy,1=尧舜
ycve,1=夭折
ycvh,1=要账
ycvi,1=腰肢
ycvs,1=幺
ycvu,1=咬住
ycvv,1=腰椎
ycwd,1=珧
ycwf,1=要闻
ycwh,1=遥望
ycwj,1=药丸
ycwr,1=以此为荣
ycwu,1=药物
ycwv,1=以此为准
ycww,1=腰围
ycxf,1=耀
ycxk,1=药性
ycxl,1=要想
ycxn,1=药效
ycxo,1=肴
ycxp,1=要挟
ycxx,1=爻
ycya,1=咬牙
ycyb,1=药引
ycyc,1=摇摇
ycye,1=药业
ycyf,1=谣
ycyg,1=与此有关
ycyi,1=阴错阳差
ycyj,1=谣言
ycym,1=一草一木
ycyq,1=淫词艳曲
ycyr,1=遥远
ycys,1=要用
ycyt,1=要约
ycyy,1=摇匀
ycyz,1=要有
yczc,1=一错再错
yczf,1=遥
yczi,1=油菜籽
yczu,1=瑶族
yczw,1=邀
ydan,1=印第安
ydar,1=印第安人
ydba,1=一大把
ydbd,1=一动不动
ydbh,1=一大帮
ydbi,1=药到病除
ydbj,1=一动不如一静
ydbu,1=言多必失
ydby,1=以德报怨
ydcr,1=应对从容
yddm,1=以点带面
yddv,1=一大堆
yddx,1=有多大关系
ydei,1=易地而处
ydel,1=远道而来
yder,1=一点儿
ydfi,1=雨打风吹
ydfl,1=一代风流
ydfq,1=云淡风轻
ydfr,1=以德服人
ydfu,1=有的放矢
ydfw,1=一定范围
ydgd,1=以毒攻毒
ydgs,1=一等功
ydhl,1=移动互联
ydhv,1=一定会
ydhx,1=一段话
ydhz,1=焉得虎子
ydid,1=一定程度
ydir,1=一大串
ydiu,1=一定程度上
ydiy,1=远渡重洋
ydjl,1=一等奖
ydjp,1=一大截
ydju,1=邮电局
ydky,1=一定可以
ydkz,1=一大口
ydld,1=一刀两断
ydli,1=意大利
ydlo,1=一大摞
ydma,1=源代码
ydmf,1=有点麻烦
ydna,1=雅典娜
ydpi,1=一大批
ydpm,1=一大片
ydqp,1=一刀切
ydqx,1=以大欺小
ydqy,1=一大群
ydrf,1=一代人
ydrl,1=应答如流
ydsb,1=亚的斯亚贝巴
ydsi,1=约定俗成
ydsu,1=胰岛素
ydtb,1=原地踏步
ydtx,1=一定条件下
ydtz,1=冤大头
ydui,1=有点事
yduj,1=一段时间
yduo,1=应当说
yduq,1=有待商榷
ydur,1=诱敌深入
ydvc,1=应对之策
ydvy,1=因地制宜
ydwj,1=亚丁湾
ydwk,1=一睹为快
ydwm,1=羊大为美
ydwt,1=有点问题
ydxk,1=压倒性
ydxp,1=运动鞋
ydxu,1=异端邪说
ydyb,1=一点也不
ydyc,1=一定要
ydyd,1=一点一滴
ydyh,1=越多越好
ydyp,1=移动硬盘
ydyq,1=压倒一切
ydyr,1=运动员
ydys,1=有点意思
ydyu,1=有得有失
ydyy,1=有多远滚多远
ydzh,1=一肚子火
ydzi,1=一肚子
ydzq,1=一肚子气
year,1=页
yeba,1=也罢
yebe,1=爷
yebf,1=引而不发
yebj,1=夜班
yebp,1=也别
yebu,1=也不
yecc,1=野草
yecd,1=野菜
yecg,1=也曾
yeci,1=页次
yecj,1=野餐
yeda,1=夜大
yedi,1=野地
yedk,1=冶
yedl,1=掩耳盗铃
yedm,1=夜店
yedn,1=液
yedt,1=悦耳动听
yedv,1=也对
yedw,1=也得
yedz,1=也都
yeee,1=耶
yefe,1=揶
yefl,1=养儿防老
yefn,1=掖
yegd,1=也该
yegj,1=也敢
yegk,1=也怪
yegl,1=夜光
yego,1=野果
yegv,1=夜归
yegz,1=野狗
yehc,1=也好
yehd,1=也还
yehf,1=也很
yeho,1=野火
yehu,1=夜壶
yehv,1=也会
yehx,1=野花
yeia,1=夜叉
yeie,1=以讹传讹
yeih,1=夜场
yeim,1=靥
yeiv,1=野炊
yejb,1=冶金
yeje,1=铘
yeji,1=业绩
yejk,1=液晶
yejm,1=夜间
yejn,1=页脚
yejp,1=业界
yejq,1=也就
yeka,1=噎
yekd,1=咽
yeke,1=也可
yekj,1=也看
yekk,1=也快
yeks,1=夜空
yeku,1=叶
yela,1=业
yeld,1=也来
yeli,1=夜里
yell,1=野
yelm,1=冶炼
yelp,1=曳
yelu,1=耶鲁
yelv,1=耶律
yema,1=野马
yemc,1=野猫
yeme,1=椰
yemf,1=也门
yemh,1=夜盲
yemj,1=野蛮
yemm,1=页面
yemu,1=夜幕
yemw,1=页眉
yeng,1=也能
yenj,1=也难
yenq,1=野牛
yenw,1=业内
yeon,1=腋
yeou,1=晔
yepm,1=叶片
yere,1=倻
yerf,1=野人
yers,1=椰蓉
yese,1=夜色
yesi,1=噎死
yesr,1=也算
yesu,1=耶稣
yesy,1=爷孙
yetd,1=液态
yeti,1=液体
yetk,1=也挺
yetu,1=野兔
yeue,1=有二说二
yeug,1=野生
yeui,1=也是
yeum,1=馌
yeuu,1=页数
yeuz,1=野兽
yeve,1=业者
yevh,1=业障
yevj,1=野战
yevs,1=野种
yevu,1=业主
yevv,1=也
yewd,1=野外
yewj,1=夜晚
yewn,1=夜
yewo,1=腋窝
yewu,1=业务
yewx,1=言而无信
yexb,1=野心
yexi,1=夜袭
yexk,1=也行
yexl,1=也想
yexn,1=夜宵
yexu,1=也许
yexx,1=腋下
yeya,1=液压
yeyc,1=也要
yeye,1=爷爷
yeyi,1=业已
yeyj,1=夜宴
yeyk,1=野营
yeyr,1=幼儿园
yeys,1=也用
yeyu,1=业余
yeyv,1=谒
yeyx,1=言而有信
yeyz,1=也有
yezi,1=叶子
yezs,1=一而再，再而三
yfbc,1=以防不测
yfbd,1=原封不动
yfbq,1=艳福不浅
yfbu,1=一发不可收
yfby,1=有法不依
yfdf,1=要风得风
yfdg,1=一夫当关
yfdk,1=一夫当关，万夫莫开
yfdq,1=一夫多妻
yfdy,1=要风得风，要雨得雨
yffu,1=一帆风顺
yfgh,1=一分耕耘，一分收获
yfgy,1=一分耕耘
yfho,1=一分货
yfhx,1=一幅画
yfit,1=一反常态
yfkr,1=预付款
yfku,1=一番口舌
yfky,1=有法可依
yfld,1=幼发拉底
yfle,1=引发了
yfly,1=有凤来仪
yfmm,1=一方面
yfny,1=吟风弄月
yfqh,1=一分钱一分货
yfqj,1=一发千钧
yfqm,1=一分钱
yfru,1=亦复如是
yfsu,1=严防死守
yfsv,1=约法三章
yfsx,1=用非所学
yftd,1=有福同享，有难同当
yftx,1=有福同享
yfty,1=义愤填膺
yfuh,1=一分收获
yfur,1=一方水土养一方人
yfvf,1=有夫之妇
yfvs,1=一分钟
yfvv,1=阴风阵阵
yfwe,1=一分为二
yfwy,1=以防万一
yfxb,1=一封信
yfyf,1=愚夫愚妇
yfym,1=一分一秒
yfyq,1=一夫一妻
yfyr,1=应付裕如
yfys,1=移风易俗
yfyu,1=依附于
yfyw,1=阳奉阴违
yfyy,1=鸢飞鱼跃
yfzr,1=应付自如
ygbg,1=一个比一个
ygbm,1=雁过拔毛
ygbq,1=一个鼻孔出气
ygbv,1=一官半职
ygbx,1=一个巴掌拍不响
ygby,1=因果报应
ygci,1=一个词
ygcl,1=阳光灿烂
ygdc,1=阳关道
ygdd,1=阳关大道
ygdl,1=一个顶俩
ygdq,1=一个多星期
ygdr,1=一锅端
ygdu,1=一个多小时
ygdv,1=一个多钟
ygdy,1=一个多月
ygef,1=有感而发
ygeg,1=一个二个
ygej,1=一干二净
ygel,1=一概而论
yger,1=鱼贯而入
ygff,1=一公分
ygfi,1=仰观俯察
ygfj,1=以古非今
ygfm,1=一个方面
ygfq,1=异国风情
ygge,1=一个个
yggu,1=圆鼓鼓
yggx,1=因果关系
yggy,1=云贵高原
yghl,1=叶公好龙
yghv,1=一锅烩
yghx,1=以观后效
ygii,1=衣冠楚楚
ygil,1=一个唱红脸，一个唱白脸
ygjb,1=一根筋
ygje,1=一个劲儿
ygjg,1=一个接一个
ygjh,1=一个机会
ygjq,1=压根就
yglb,1=一个礼拜
yglf,1=眼观六路，耳听八方
yglg,1=一个两个
yglh,1=一个来回
ygli,1=阴沟里翻船
yglj,1=严格来讲
yglk,1=一个萝卜一个坑
ygll,1=眼观六路
yglu,1=雁过留声
yglv,1=一国两制
yglz,1=一个例子
ygmm,1=阳光明媚
ygmv,1=欲盖弥彰
ygmz,1=一个模子
ygne,1=一股脑儿
ygpk,1=荧光屏
ygqu,1=言过其实
ygrd,1=艺高人胆大
ygrf,1=一个人
ygsj,1=勇冠三军
ygsl,1=眼观四路
ygtd,1=一个头两个大
ygtq,1=雨过天晴
ygtx,1=异国他乡
ygud,1=眼高手低
ygui,1=应该是
yguj,1=一个世纪
yguo,1=应该说
ygut,1=一个手指头
yguu,1=应该说是
yguv,1=一个手指
yguw,1=一个上午
ygvi,1=有功之臣
ygvj,1=有过之而无不及
ygvq,1=阳刚之气
ygvs,1=一个钟
ygvt,1=一个钟头
ygvu,1=倚官仗势
ygvv,1=言归正传
ygvz,1=一锅粥
ygwt,1=一个问题
ygwu,1=一个晚上
ygxq,1=一个星期
ygxu,1=一个小时
ygxw,1=一个下午
ygya,1=一个愿打，一个愿挨
ygyd,1=眼高于顶
ygyg,1=一个一个
ygyh,1=言归于好
ygyj,1=有根有据
ygym,1=忧国忧民
ygys,1=于公于私
ygyt,1=一个月
ygyu,1=愚公移山
ygyw,1=莺歌燕舞
ygyy,1=一个原因
ygzd,1=一竿子到底
ygzi,1=一个字
ygzl,1=油光锃亮
ygzq,1=一鼓作气
ygzs,1=一棍子打死
ygzu,1=裕固族
yhbf,1=样本
yhbj,1=样板
yhbk,1=养病
yhbl,1=羊
yhbm,1=扬鞭
yhbp,1=疡
yhbs,1=阴魂不散
yhbt,1=一行白鹭上青天
yhbv,1=烟花爆竹
yhby,1=一呼百应
yhcs,1=洋葱
yhda,1=养大
yhdd,1=玉皇大帝
